"","carat","cut","color","clarity","depth","table","price","x","y","z"
"1660",0.9,"Good","H","SI2",63.1,55,3024,6.08,6.13,3.85
"4319",0.9,"Good","E","SI2",64.1,58,3595,6.04,6.09,3.89
"1211",0.71,"Very Good","H","VVS1",62.7,59,2938,5.65,5.67,3.55
"3746",0.3,"Very Good","F","VS1",61,60,570,4.3,4.22,2.6
"2490",0.91,"Very Good","F","SI1",63.5,58,3195,6.15,6.1,3.89
"4537",1.03,"Very Good","J","SI2",63.1,57,3640,6.41,6.43,4.05
"4979",0.8,"Very Good","H","VVS1",61.9,56,3737,5.93,5.96,3.69
"3169",1.01,"Premium","I","SI1",62.7,58,3337,6.4,6.33,3.99
"1768",0.79,"Very Good","F","SI1",61.5,58,3047,5.94,5.97,3.66
"589",0.75,"Premium","F","VS2",59.6,59,2835,6.04,5.94,3.57
"3340",0.7,"Premium","E","VVS2",60.6,60,3377,5.74,5.72,3.47
"105",0.8,"Ideal","I","VS1",62.9,56,2760,5.94,5.87,3.72
"233",0.72,"Very Good","F","VS2",63.6,58,2787,5.66,5.69,3.61
"2121",0.75,"Ideal","E","VS2",62,56,3120,5.82,5.85,3.62
"3473",0.76,"Very Good","G","VVS2",61.5,59,3394,5.83,5.91,3.61
"1514",0.73,"Ideal","D","SI1",61.4,56,2995,5.78,5.82,3.56
"1089",1.05,"Premium","I","SI2",58.3,57,2911,6.72,6.67,3.9
"2842",0.72,"Very Good","E","VS2",59.8,57,3270,5.84,5.89,3.51
"2381",0.32,"Premium","G","VS2",61.1,58,561,4.42,4.45,2.71
"2735",0.7,"Very Good","D","VS1",62.8,59,3247,5.63,5.68,3.55
"2588",0.71,"Very Good","E","VS2",60.7,58,3217,5.73,5.81,3.5
"4902",0.72,"Ideal","D","SI1",61.2,56,3722,5.77,5.79,3.54
"2639",0.96,"Premium","I","SI2",62.7,58,3229,6.24,6.2,3.9
"3960",0.83,"Premium","E","SI1",58.4,59,3506,6.22,6.18,3.62
"614",0.73,"Ideal","G","VS2",61.8,54,2839,5.8,5.82,3.59
"1370",0.7,"Ideal","G","SI1",61.7,55,2965,5.7,5.73,3.53
"4875",1.02,"Ideal","H","SI2",62,56,3713,6.4,6.34,3.95
"3663",0.76,"Good","D","VS2",63.5,55,3443,5.81,5.85,3.7
"4348",0.72,"Ideal","E","VS2",61.4,56,3601,5.78,5.8,3.55
"3164",0.94,"Premium","H","SI2",61.9,57,3335,6.29,6.21,3.87
"2609",0.75,"Very Good","F","VS1",60.9,59,3220,5.83,5.87,3.56
"4541",1,"Premium","H","SI2",59.6,62,3640,6.52,6.41,3.85
"3368",0.27,"Very Good","E","VS1",63.8,60,407,4.03,4.09,2.59
"851",0.83,"Ideal","E","SI2",62.2,57,2870,6,6.05,3.75
"3750",0.36,"Very Good","I","VVS2",59.7,55,571,4.65,4.69,2.79
"4741",0.92,"Premium","E","SI2",61.8,59,3679,6.19,6.11,3.8
"3829",0.73,"Good","E","VS1",60.8,61,3471,5.77,5.8,3.52
"2628",0.51,"Ideal","E","VVS1",61.3,56,3226,5.21,5.13,3.17
"639",0.73,"Premium","G","VS1",61.4,58,2841,5.82,5.77,3.56
"3431",0.78,"Very Good","E","SI1",59.8,57,3385,5.98,6.02,3.59
"3015",0.76,"Ideal","D","SI1",62,57,3306,5.88,5.92,3.66
"901",0.73,"Premium","E","VS1",62.6,60,2876,5.68,5.75,3.58
"1598",1.2,"Fair","J","I1",64.9,59,3011,6.61,6.54,4.27
"2653",0.7,"Ideal","G","VVS2",59.9,58,3234,5.78,5.8,3.47
"4320",0.9,"Good","E","SI2",65.8,60,3595,5.94,5.97,3.92
"2756",0.72,"Premium","F","VVS2",61.1,58,3250,5.78,5.84,3.55
"4888",0.9,"Very Good","G","SI1",63.6,57,3718,6.07,6.13,3.88
"3484",0.9,"Good","H","SI1",63.2,61,3398,6.12,6.03,3.84
"386",0.99,"Fair","I","SI2",68.1,56,2811,6.21,6.06,4.18
"1860",0.8,"Ideal","F","SI2",62.5,56,3066,5.94,5.99,3.73
"2976",0.71,"Ideal","G","VS2",61.8,56,3299,5.68,5.72,3.52
"174",0.6,"Ideal","E","VS1",61.7,55,2774,5.41,5.44,3.35
"67",0.32,"Ideal","I","VVS1",62,55.3,553,4.39,4.42,2.73
"4611",0.9,"Premium","E","SI2",61.3,60,3662,6.17,6.23,3.8
"3568",0.7,"Ideal","E","VS1",60.5,56,3419,5.78,5.83,3.51
"4681",0.73,"Ideal","D","VS2",62.3,54,3673,5.77,5.8,3.6
"1032",0.7,"Very Good","G","VVS2",63.4,59,2905,5.62,5.64,3.57
"3551",0.77,"Very Good","F","VVS2",63.5,59,3415,5.77,5.72,3.65
"816",0.71,"Premium","H","VVS2",61.5,62,2863,5.74,5.68,3.51
"4992",0.9,"Premium","D","SI2",61,59,3740,6.18,6.14,3.76
"2155",0.73,"Premium","E","VS2",61.9,57,3127,5.79,5.75,3.57
"3514",0.91,"Premium","D","SI2",62,62,3403,6.25,6.16,3.85
"1689",0.73,"Ideal","G","VS1",61.6,57,3033,5.76,5.79,3.56
"502",0.7,"Premium","E","VS2",61.5,59,2822,5.73,5.68,3.51
"2175",0.8,"Very Good","D","VS2",63.1,57,3135,5.94,5.89,3.73
"3304",0.69,"Good","D","VVS2",61.5,61,3369,5.61,5.65,3.46
"3285",0.82,"Good","F","VS2",60.9,62.2,3363,5.97,6.04,3.66
"4606",0.9,"Good","E","SI2",59.9,61,3660,6.16,6.2,3.7
"4601",1.01,"Premium","J","SI2",61.9,59,3658,6.38,6.34,3.94
"2574",0.61,"Ideal","E","VVS1",59.9,61,3212,5.5,5.55,3.31
"1348",0.71,"Ideal","G","VS1",62.2,56,2962,5.69,5.72,3.55
"3823",0.7,"Premium","D","VS1",62.5,60,3471,5.62,5.67,3.53
"3175",0.9,"Premium","I","VS2",61.2,62,3338,6.19,6.13,3.77
"2910",0.86,"Ideal","D","SI2",60.2,56,3284,6.16,6.19,3.72
"2808",0.72,"Very Good","F","VS1",63.4,57,3264,5.68,5.7,3.61
"1426",0.76,"Ideal","G","VS1",59.4,57,2972,5.99,6.03,3.57
"2268",0.58,"Ideal","D","VVS1",61.6,60,3154,5.34,5.35,3.29
"1017",0.73,"Premium","E","VS2",62,60,2902,5.76,5.73,3.56
"2499",0.83,"Premium","F","SI1",62,59,3198,6.04,5.99,3.73
"175",0.7,"Ideal","E","SI1",62.7,55,2774,5.68,5.74,3.58
"2657",0.7,"Premium","G","VVS1",62.8,58,3234,5.68,5.62,3.55
"493",0.6,"Ideal","F","VVS2",62,55,2822,5.37,5.4,3.34
"2110",1.08,"Premium","H","I1",61.7,59,3118,6.54,6.59,4.05
"4973",0.73,"Ideal","D","VS2",62.6,55,3735,5.71,5.76,3.59
"3949",0.9,"Very Good","I","SI2",61.5,57,3503,6.16,6.19,3.8
"1873",0.71,"Good","G","VVS1",62.7,61,3072,5.64,5.68,3.55
"4771",0.96,"Premium","H","SI2",59.4,56,3690,6.47,6.42,3.83
"4404",0.31,"Premium","I","VVS1",61,58,571,4.33,4.39,2.66
"1144",0.68,"Very Good","F","VS1",59.7,57,2922,5.79,5.76,3.45
"1141",0.9,"Fair","I","VS2",64.1,66,2921,6.04,5.98,3.85
"2497",0.77,"Very Good","G","VS1",61.1,54,3197,5.91,5.94,3.62
"154",0.73,"Premium","G","VS2",61.4,59,2770,5.83,5.76,3.56
"2074",0.76,"Premium","E","VS2",60.3,60,3107,5.97,5.94,3.59
"3188",0.73,"Ideal","G","VS1",62,55,3342,5.74,5.79,3.58
"680",0.7,"Very Good","E","VS2",61,60,2850,5.74,5.77,3.51
"4600",1.02,"Ideal","I","SI1",62.9,57,3656,6.41,6.37,4.02
"4533",0.91,"Premium","E","SI2",62.8,61,3639,6.09,6.07,3.82
"2215",0.83,"Ideal","E","SI2",61,57,3143,6.06,6.13,3.72
"3985",0.9,"Good","G","SI1",63.9,60,3512,6.1,6.07,3.89
"1239",1.01,"Fair","G","SI2",67.1,59,2942,6.27,6.19,4.18
"2085",0.8,"Ideal","H","VS1",63.1,58,3111,5.89,5.96,3.74
"1987",0.81,"Very Good","G","SI1",62.3,59,3095,5.93,5.98,3.71
"2058",0.32,"Very Good","E","SI1",62.2,57,561,4.38,4.43,2.74
"1771",0.91,"Premium","G","SI2",62.8,59,3047,6.14,6.12,3.85
"380",0.74,"Ideal","D","SI2",61.7,55,2810,5.81,5.85,3.6
"4383",0.31,"Ideal","D","SI1",62.3,55,571,4.33,4.37,2.71
"269",0.76,"Premium","H","VVS2",59.6,57,2792,5.91,5.86,3.51
"4152",1.01,"Fair","H","SI1",66.4,57,3546,6.12,6.08,4.05
"1764",1.14,"Ideal","J","SI1",60.2,57,3045,6.81,6.71,4.07
"2550",1.01,"Ideal","J","SI1",62.1,54,3207,6.48,6.4,4
"967",0.86,"Ideal","H","SI2",61.8,55,2892,6.12,6.14,3.79
"1835",0.9,"Very Good","J","SI1",63.8,56,3061,6.11,6.14,3.91
"1061",0.31,"Premium","I","VS2",62.3,57,558,4.35,4.32,2.7
"4199",1.01,"Premium","J","SI2",62.5,62,3563,6.41,6.36,3.99
"4812",0.9,"Good","H","VS2",63.6,61,3701,6.03,5.97,3.8
"1546",0.83,"Very Good","E","SI1",62.1,58,3002,6.01,6.04,3.74
"2632",0.72,"Very Good","F","VS1",62.2,57,3229,5.7,5.74,3.56
"705",0.91,"Fair","J","VS2",65.4,60,2854,6.04,6,3.94
"413",0.3,"Ideal","G","VS1",62.3,56,555,4.29,4.31,2.68
"2757",0.83,"Good","E","SI1",63.7,59,3250,5.95,5.89,3.77
"34",0.23,"Very Good","E","VS1",59.5,58,402,4.01,4.06,2.4
"2036",0.79,"Ideal","E","SI1",62.1,54,3107,5.92,5.96,3.69
"3674",0.9,"Very Good","G","SI2",62,59,3445,6.14,6.19,3.82
"2566",0.9,"Premium","F","SI2",61.9,62,3210,6.12,6.07,3.77
"230",0.52,"Ideal","F","IF",62.2,55,2783,5.14,5.18,3.21
"4506",1,"Fair","G","SI1",67.7,57,3631,6,6.15,4.11
"2382",0.32,"Very Good","G","VS2",59.9,57,561,4.47,4.51,2.69
"4279",0.8,"Ideal","E","VS2",62.2,57,3584,5.98,5.95,3.71
"2806",0.75,"Ideal","E","VS2",62.4,57,3263,5.76,5.81,3.61
"4896",0.8,"Very Good","F","VS1",62.6,57,3720,5.9,5.98,3.72
"1241",0.72,"Ideal","F","VS2",62,56,2943,5.77,5.75,3.57
"653",0.7,"Very Good","E","VS1",62,59,2844,5.65,5.68,3.51
"2617",1.01,"Premium","H","SI1",62.9,58,3224,6.38,6.34,4
"2984",0.7,"Premium","F","VVS1",62.4,56,3300,5.69,5.63,3.53
"2068",0.32,"Ideal","E","SI1",61.9,56,561,4.39,4.43,2.73
"4391",0.31,"Very Good","D","SI1",62.9,56,571,4.31,4.34,2.72
"1035",0.86,"Very Good","I","VS1",61.2,58,2905,6.1,6.16,3.75
"2873",1,"Very Good","I","SI2",62.4,63,3276,6.44,6.35,3.99
"2512",0.73,"Very Good","F","VS1",62,57,3200,5.73,5.75,3.56
"1485",0.74,"Ideal","D","SI1",61.5,56,2987,5.8,5.84,3.58
"3600",0.7,"Premium","D","VS1",61.2,60,3425,5.69,5.71,3.49
"4642",0.9,"Good","G","SI1",65.2,58,3669,6,6.06,3.93
"923",0.74,"Very Good","D","SI1",63.9,57,2880,5.72,5.74,3.66
"3416",0.36,"Premium","I","VS1",62,59,568,4.53,4.6,2.83
"2643",0.81,"Premium","F","SI1",61,59,3230,6.01,5.99,3.66
"3461",0.9,"Very Good","G","SI2",61.2,57,3391,6.19,6.23,3.8
"4086",0.77,"Ideal","F","VS2",61.8,56,3533,5.9,5.92,3.65
"2358",0.92,"Premium","H","SI2",60.4,59,3174,6.36,6.33,3.83
"809",0.71,"Premium","D","SI1",59.7,59,2863,5.82,5.8,3.47
"4522",1.03,"Premium","J","SI2",62.8,58,3634,6.48,6.41,4.05
"3290",0.82,"Ideal","H","VS1",61.5,56,3364,6,6.04,3.7
"1213",0.73,"Very Good","F","VS2",62.7,58,2939,5.73,5.75,3.6
"1921",0.7,"Good","D","VS2",57.7,60,3082,5.83,5.86,3.37
"1703",0.78,"Ideal","D","SI1",62.4,57,3035,5.87,5.89,3.67
"3066",0.73,"Premium","E","VS1",61.2,58,3311,5.83,5.77,3.55
"3992",1.06,"Very Good","I","SI2",58.4,62,3515,6.65,6.7,3.9
"2672",0.7,"Ideal","E","VVS2",62.8,56,3238,5.68,5.6,3.54
"3198",0.91,"Good","G","SI1",64.3,60,3344,6.04,6.12,3.91
"1626",0.9,"Good","G","SI2",63.7,62,3014,6.07,6.01,3.85
"314",0.61,"Ideal","G","IF",62.3,56,2800,5.43,5.45,3.39
"3934",0.62,"Ideal","F","VVS1",61.9,56,3499,5.46,5.48,3.38
"1895",0.79,"Very Good","E","SI1",63.7,58,3077,5.79,5.85,3.71
"2429",0.73,"Ideal","D","VS2",62.1,56,3182,5.77,5.8,3.59
"1992",0.77,"Good","H","VVS1",63.1,57,3096,5.83,5.86,3.69
"4988",0.75,"Ideal","G","VVS2",62,56,3740,5.79,5.85,3.61
"1736",0.32,"Very Good","G","VS2",62.6,58,561,4.37,4.39,2.74
"2008",0.72,"Ideal","G","VS1",61.3,56,3102,5.77,5.82,3.55
"4269",1.02,"Premium","H","SI1",62.2,52,3581,6.47,6.43,4.01
"4868",1,"Premium","G","SI2",61.4,61,3713,6.35,6.32,3.89
"2399",0.26,"Very Good","F","VVS1",61.3,58,562,4.13,4.16,2.54
"1028",0.79,"Very Good","D","SI2",62.8,57,2904,5.85,5.9,3.69
"4796",1.2,"Fair","H","SI2",65.6,57,3696,6.73,6.57,4.36
"3130",0.9,"Premium","G","SI1",60.1,59,3326,6.25,6.2,3.74
"2525",0.7,"Premium","F","VVS1",63,60,3204,5.62,5.59,3.53
"1441",0.7,"Very Good","F","VS1",62.1,57,2975,5.69,5.72,3.54
"630",0.73,"Very Good","D","SI1",63.9,57,2841,5.66,5.71,3.63
"2293",0.9,"Fair","F","SI1",66,57,3160,6.06,6,3.98
"3928",0.74,"Very Good","D","VS2",62.2,59,3498,5.8,5.84,3.62
"3768",1.5,"Premium","H","I1",60.1,57,3457,7.4,7.28,4.42
"556",0.9,"Premium","G","SI1",60.6,62,2830,6.21,6.13,3.74
"4502",1.08,"Ideal","H","SI2",62,57,3629,6.65,6.55,4.06
"1675",0.83,"Ideal","H","VS2",61.3,54,3027,6.06,6.1,3.73
"4371",1.11,"Premium","H","SI2",60.4,59,3605,6.7,6.64,4.03
"2378",0.32,"Very Good","I","VVS2",63,57,561,4.33,4.37,2.74
"4832",0.71,"Ideal","F","VVS2",61.2,55,3705,5.73,5.84,3.54
"2280",0.82,"Premium","D","SI2",61.7,56,3159,6.01,5.99,3.7
"3556",0.74,"Very Good","E","VS1",62.8,59,3416,5.68,5.76,3.59
"4189",0.83,"Ideal","F","SI1",62.2,55,3560,6.01,6.03,3.74
"848",0.73,"Ideal","G","VVS2",61.3,57,2869,5.84,5.81,3.57
"4439",0.74,"Very Good","E","VVS2",61.9,59,3616,5.74,5.77,3.56
"3973",0.73,"Ideal","D","VS1",61.1,57,3509,5.85,5.81,3.56
"4468",0.7,"Very Good","F","VVS1",63.1,58,3622,5.6,5.66,3.55
"286",0.73,"Good","E","SI1",63.2,58,2796,5.7,5.76,3.62
"3700",0.9,"Good","E","SI1",63.8,56,3449,6.17,6.09,3.91
"2158",0.75,"Very Good","F","VS1",63.2,57,3129,5.78,5.74,3.64
"2526",1.02,"Ideal","G","SI2",62.3,56,3204,6.39,6.35,3.97
"1551",0.72,"Ideal","G","VVS2",61.6,55,3002,5.78,5.77,3.56
"4638",0.95,"Premium","J","VVS2",62.6,59,3669,6.23,6.26,3.91
"844",0.75,"Very Good","E","SI1",63.1,56,2868,5.78,5.7,3.62
"1566",0.8,"Very Good","H","SI1",63,57,3005,5.89,5.95,3.73
"2261",0.8,"Ideal","H","VS2",60.6,56,3153,6.03,6.08,3.67
"2664",0.72,"Ideal","E","VS2",62.1,57,3235,5.73,5.76,3.57
"799",0.79,"Premium","H","VS1",60,60,2862,6.07,5.99,3.64
"1718",0.32,"Very Good","G","VS2",60.2,57,561,4.42,4.45,2.67
"4939",0.98,"Very Good","H","SI2",62.1,59,3731,6.33,6.39,3.95
"1349",0.82,"Premium","F","SI1",62.4,56,2962,6.01,5.98,3.74
"821",0.81,"Ideal","E","SI2",60.3,57,2864,6.07,6.04,3.65
"1311",0.91,"Very Good","J","SI1",62.8,59,2956,6.14,6.19,3.87
"4097",0.82,"Very Good","G","VS2",59.8,56,3535,6.13,6.18,3.68
"2586",1.1,"Premium","J","SI2",60,58,3216,6.77,6.66,4.03
"1765",0.75,"Ideal","E","SI1",60.8,56,3045,5.91,5.89,3.59
"2228",0.9,"Fair","G","SI1",65.6,56,3145,6.1,6.03,3.98
"4495",0.9,"Ideal","I","VS2",61.5,58,3629,6.19,6.23,3.82
"2783",0.9,"Ideal","J","VS2",62.5,57,3255,6.16,6.26,3.88
"1109",0.85,"Ideal","G","SI2",62,57,2913,6.1,6.02,3.76
"4007",0.9,"Very Good","F","SI2",61.1,54,3519,6.27,6.29,3.84
"3980",1,"Premium","H","SI1",62.2,51,3511,6.47,6.4,4
"952",0.5,"Ideal","E","VVS2",62.2,54,2889,5.09,5.11,3.17
"2691",0.84,"Ideal","D","SI2",61.8,56,3246,6.04,6.06,3.74
"1837",0.91,"Good","I","SI2",57.9,60,3061,6.46,6.39,3.72
"1569",0.91,"Very Good","I","SI2",63.4,58,3006,6.08,6.12,3.87
"1327",0.7,"Very Good","D","VS2",63,56,2960,5.61,5.69,3.56
"1509",0.71,"Very Good","G","VS1",59.3,55,2994,5.88,5.95,3.51
"4985",1.01,"Ideal","G","SI2",61.5,57,3739,6.42,6.46,3.96
"2669",0.72,"Very Good","F","VS2",61.6,58,3238,5.75,5.78,3.55
"595",0.76,"Very Good","H","SI1",60.9,55,2838,5.92,5.94,3.61
"3940",0.9,"Fair","H","VS1",65.9,60,3500,5.99,5.96,3.94
"2028",0.9,"Fair","H","SI2",65.6,58,3105,6.05,5.95,3.95
"2598",0.71,"Very Good","F","VS1",60.6,60,3218,5.68,5.73,3.46
"1071",0.31,"Premium","I","VS2",60.7,61,558,4.34,4.32,2.63
"2907",0.8,"Good","G","VS1",63.2,60.1,3283,5.77,5.85,3.67
"1721",0.32,"Ideal","G","VS2",61.4,55,561,4.4,4.46,2.72
"870",0.7,"Ideal","D","SI1",61.4,54,2872,5.71,5.75,3.52
"987",0.53,"Ideal","F","VVS1",61.6,56,2896,5.18,5.24,3.21
"1996",0.52,"Ideal","E","VVS1",61.8,55,3097,5.19,5.2,3.21
"836",0.82,"Ideal","F","SI2",61.7,53,2867,6.12,6,3.74
"3060",0.34,"Premium","F","SI1",59.8,58,566,4.53,4.57,2.72
"2836",0.78,"Ideal","G","SI1",62.2,55,3267,5.87,5.9,3.66
"2477",1,"Fair","H","SI2",64.4,57,3192,6.35,6.29,4.07
"121",0.71,"Ideal","D","SI2",62.3,56,2762,5.73,5.69,3.56
"4960",0.91,"Very Good","H","SI1",62.2,60,3734,6.16,6.22,3.85
"3269",1.01,"Premium","I","SI2",61.5,62,3360,6.41,6.37,3.93
"1640",1.12,"Premium","G","I1",60.3,60,3017,6.75,6.69,4.05
"3921",0.56,"Ideal","D","VVS1",61.9,56,3496,5.32,5.28,3.28
"3772",0.73,"Ideal","G","VS1",60.9,59,3459,5.79,5.83,3.54
"8",0.26,"Very Good","H","SI1",61.9,55,337,4.07,4.11,2.53
"2584",0.96,"Fair","I","VS2",56.1,60,3215,6.62,6.58,3.7
"1372",0.73,"Very Good","G","VS2",62.1,59,2966,5.68,5.73,3.54
"4258",0.9,"Very Good","I","SI1",62.3,58,3580,6.12,6.17,3.83
"33",0.23,"Very Good","E","VS1",60.7,59,402,3.97,4.01,2.42
"316",0.96,"Ideal","F","I1",60.7,55,2801,6.37,6.41,3.88
"3686",0.9,"Very Good","H","SI1",62.6,58,3447,6.08,6.12,3.82
"4837",0.9,"Very Good","I","VS2",58.7,60,3709,6.28,6.35,3.71
"691",0.74,"Ideal","G","SI1",61.3,55,2852,5.85,5.86,3.59
"2346",0.79,"Ideal","E","SI1",60.3,56,3171,5.99,6.05,3.63
"3967",1.03,"Ideal","F","I1",61.1,55,3507,6.54,6.51,3.99
"2029",0.75,"Premium","D","SI1",58.9,60,3105,5.99,5.97,3.52
"1055",0.25,"Good","F","VS1",63.6,57,558,4.04,4.01,2.56
"3628",0.9,"Premium","I","VS2",62.4,60,3431,6.16,6.06,3.81
"4575",0.76,"Ideal","E","VS1",60.5,56,3649,5.94,5.99,3.61
"1290",0.72,"Ideal","G","VS2",61.4,55,2952,5.76,5.8,3.55
"3005",0.71,"Ideal","E","VS2",62,56,3304,5.72,5.75,3.55
"1944",0.9,"Premium","E","SI2",63,57,3084,6.08,6.05,3.82
"3477",1.01,"Premium","H","SI2",61.9,61,3394,6.34,6.29,3.91
"93",0.7,"Ideal","G","VS2",61.6,56,2757,5.7,5.67,3.5
"1338",0.73,"Premium","F","VS1",61.9,56,2961,5.81,5.76,3.58
"1801",0.81,"Ideal","F","SI2",62.3,54,3053,5.94,5.98,3.72
"4448",0.7,"Ideal","D","VS1",62.8,53.4,3618,5.64,5.68,3.55
"2211",1.02,"Ideal","H","SI2",58.8,57,3142,6.61,6.55,3.87
"2534",0.9,"Fair","D","SI2",65.9,59,3205,6,5.95,3.94
"2801",1.04,"Good","H","I1",63.9,58,3261,6.42,6.35,4.08
"3311",0.7,"Ideal","E","VS2",61.1,56,3370,5.76,5.81,3.53
"2171",0.94,"Good","I","SI2",63.8,60,3134,6.14,6.21,3.94
"1493",0.72,"Very Good","E","VS2",62.9,57,2990,5.68,5.73,3.59
"3566",1.09,"Very Good","E","SI2",63.1,58,3418,6.51,6.46,4.09
"4945",1.19,"Ideal","H","I1",61.5,57,3732,6.83,6.79,4.19
"3444",0.77,"Ideal","F","VS1",62.1,57,3387,5.88,5.84,3.64
"2033",0.9,"Premium","H","SI2",59.6,59,3105,6.38,6.24,3.76
"1177",0.71,"Very Good","E","VS2",61.3,60,2930,5.74,5.71,3.51
"2114",0.87,"Ideal","H","VS2",61.7,57,3118,6.14,6.09,3.77
"2152",0.7,"Very Good","G","VS1",61.9,57,3127,5.68,5.71,3.53
"1682",0.74,"Ideal","H","VS1",61.6,55,3030,5.79,5.83,3.58
"4810",1.08,"Premium","G","SI2",59.3,61,3701,6.66,6.61,3.94
"1904",0.91,"Fair","D","SI2",62.5,66,3079,6.08,6.01,3.78
"830",0.7,"Ideal","D","VS2",62.4,57,2867,5.68,5.61,3.52
"3729",0.3,"Good","E","VS1",63.2,57,568,4.26,4.29,2.7
"1530",0.71,"Ideal","F","SI1",61.9,56,2999,5.69,5.74,3.54
"1453",0.76,"Premium","D","VS2",60.9,58,2977,5.9,5.85,3.58
"910",0.79,"Very Good","D","SI2",59.7,58,2878,6,6.07,3.6
"1687",0.55,"Ideal","F","VVS1",61.2,54,3032,5.35,5.3,3.26
"638",0.73,"Premium","F","VS2",59.9,59,2841,5.87,5.77,3.5
"2592",1,"Very Good","I","SI2",62.4,63,3217,6.35,6.44,3.99
"2491",0.91,"Very Good","F","SI1",63.3,60,3195,6.1,6.06,3.85
"3046",0.27,"Very Good","G","VVS1",62.9,55,566,4.12,4.15,2.6
"1494",0.57,"Good","E","VVS1",59.1,65,2990,5.34,5.43,3.18
"3236",0.76,"Ideal","D","VS1",61.1,54,3353,5.86,5.89,3.59
"3485",0.9,"Premium","I","VS2",61.9,58,3398,6.18,6.23,3.84
"401",0.3,"Good","H","SI1",63.8,55,554,4.26,4.2,2.7
"4414",0.92,"Ideal","I","SI1",62.1,55,3610,6.24,6.29,3.89
"3074",0.9,"Premium","D","SI2",58.1,60,3312,6.26,6.24,3.63
"491",0.72,"Premium","E","VS2",62.4,59,2822,5.77,5.7,3.58
"1436",0.82,"Ideal","F","SI1",62.6,57,2974,5.96,6.02,3.75
"3341",0.9,"Premium","H","SI1",62,55,3377,6.21,6.17,3.84
"3199",0.72,"Ideal","G","VS2",61.7,55,3344,5.72,5.79,3.55
"2493",0.9,"Good","I","SI1",63,53,3196,6.08,6.15,3.85
"3100",0.52,"Ideal","D","VVS1",60.9,56,3321,5.2,5.24,3.18
"1383",0.31,"Ideal","G","SI2",61.4,55,558,4.39,4.37,2.69
"2145",0.52,"Ideal","E","VVS1",61.8,55,3125,5.2,5.19,3.21
"3230",0.53,"Ideal","E","VVS1",61.5,54,3352,5.25,5.23,3.22
"2324",1.01,"Very Good","H","I1",63.2,58,3167,6.39,6.33,4.02
"4381",0.31,"Very Good","D","SI1",61.1,57,571,4.35,4.36,2.66
"1558",0.81,"Ideal","F","SI1",61.8,55,3004,6.04,6,3.72
"3011",1,"Very Good","D","SI2",63.4,58,3304,6.33,6.3,4.01
"1173",0.74,"Very Good","E","SI1",61,58,2929,5.82,5.85,3.56
"3804",0.71,"Very Good","D","VS1",62.9,56,3465,5.65,5.7,3.57
"420",0.26,"Ideal","E","VS1",61.5,57,556,4.09,4.12,2.52
"3506",0.76,"Ideal","D","VS2",61.8,55,3401,5.85,5.89,3.63
"795",0.79,"Premium","F","SI1",62.3,54,2862,5.97,5.91,3.7
"2506",0.71,"Ideal","F","VS1",62.6,57,3199,5.7,5.73,3.58
"193",0.7,"Premium","E","VS2",61.1,60,2777,5.71,5.64,3.47
"131",0.77,"Ideal","H","VS2",62,56,2763,5.89,5.86,3.64
"343",0.71,"Very Good","E","VS2",63.8,58,2804,5.62,5.66,3.6
"1923",0.71,"Premium","F","VS1",58.6,62,3082,5.88,5.82,3.43
"909",0.79,"Very Good","F","SI1",62.7,60,2878,5.82,5.89,3.67
"4679",0.7,"Ideal","G","IF",60.2,57,3672,5.78,5.84,3.5
"75",0.3,"Good","H","SI1",63.7,57,554,4.28,4.26,2.72
"2387",0.32,"Premium","G","VS2",61.5,60,561,4.36,4.39,2.69
"4967",0.91,"Very Good","H","SI1",62.8,58,3734,6.13,6.16,3.86
"1271",1,"Fair","E","SI2",65.8,58,2948,6.28,6.16,4.09
"1772",0.93,"Ideal","I","SI2",62.3,57,3047,6.22,6.2,3.87
"2895",0.92,"Good","F","SI2",64.2,58,3282,6.14,6.11,3.93
"3812",0.73,"Ideal","D","VS2",61.4,56,3467,5.81,5.78,3.56
"1770",0.91,"Premium","G","SI2",60.1,62,3047,6.24,6.2,3.73
"4822",0.9,"Ideal","F","SI2",62.6,57,3704,6.2,6.13,3.86
"1599",1.2,"Fair","I","I1",62.2,66,3011,6.77,6.7,4.2
"2850",1.1,"Premium","I","SI2",59.3,62,3271,6.75,6.7,3.99
"164",0.71,"Ideal","G","VS2",61.9,57,2771,5.73,5.77,3.56
"1850",0.7,"Ideal","F","VS2",61.4,56,3064,5.72,5.75,3.52
"2329",0.77,"Ideal","F","SI1",61.4,55,3169,5.93,5.95,3.65
"3221",0.9,"Very Good","G","SI2",63.5,57,3350,6.09,6.13,3.88
"3462",0.72,"Ideal","I","VS2",60.3,57,3391,5.82,5.86,3.52
"4609",0.9,"Premium","E","SI2",62.2,60,3662,6.15,6.19,3.84
"4871",1.02,"Premium","H","SI2",61.3,57,3713,6.51,6.45,3.97
"3312",0.9,"Very Good","D","SI2",58.1,60,3371,6.24,6.26,3.63
"2644",0.75,"Good","E","VS1",63.1,55,3231,5.8,5.83,3.67
"2504",0.7,"Premium","E","VS2",61,59,3199,5.74,5.7,3.49
"532",0.7,"Very Good","D","VS2",63.3,56,2826,5.6,5.58,3.54
"3204",0.97,"Premium","H","SI2",58.8,58,3346,6.44,6.41,3.78
"784",0.53,"Ideal","F","VVS1",61.4,57,2860,5.23,5.2,3.2
